chr	start	end	id	name	counts	tpm
chr11	65421067	65430565	ENSG00000173039.14	RELA	1	14.5407248322184
chr11	65479467	65487075	ENSG00000172977.8	KAT5	1	18.1529711430613
chr11	65482367	65488418	ENSG00000172922.4	RNASEH2C	1	22.8239637178005
chr11	65543364	65548273	ENSG00000254470.2	AP5B1	1	28.1335922706072
chr11	65554493	65564690	ENSG00000172818.5	OVOL1	NA	NA
chr11	65590493	65629497	ENSG00000172757.8	CFL1	1.5	5.31129388484812
chr11	65601112	65624367	ENSG00000172803.13	SNX32	1	5.93884345114645
chr11	65624597	65635124	ENSG00000172732.7	MUS81	2	26.2387773261918
chr11	65633912	65641063	ENSG00000172638.8	EFEMP2	1	19.3130757175794
chr11	65647280	65651212	ENSG00000172543.3	CTSW	1	35.1240601364218
chr11	65651212	65656010	ENSG00000172500.8	FIBP	1	28.7844527837454
chr11	65657875	65659105	ENSG00000175602.2	CCDC85B	1	112.28276785074
chr11	65659520	65668044	ENSG00000175592.4	FOSL1	1	16.2022295232767
chr11	65684279	65686588	ENSG00000175573.6	C11orf68	2	119.625642664713
chr11	65686728	65689032	ENSG00000175550.3	DRAP1	5	299.713117309919
chr11	65729160	65747299	ENSG00000175467.10	SART1	1	7.61385988513207
chr11	65764016	65769647	ENSG00000175376.4	EIF1AD	2	49.0526742874838
chr11	65769550	65771620	ENSG00000175334.3	BANF1	1	66.718746114208
chr11	65779312	65780976	ENSG00000175315.2	CST6	NA	NA
chr11	65784223	65793988	ENSG00000175294.5	CATSPER1	1.5	21.2147165063611
chr11	65809423	65816651	ENSG00000175229.6	GAL3ST3	1	19.1073332120103
chr11	65818200	65836779	ENSG00000087365.10	SF3B2	1	7.43354348761562
chr11	65834748	65837090	ENSG00000255038.1	RP11-1167A19.2	1	58.9700275219516
chr11	65837834	66012218	ENSG00000175115.7	PACS1	1	0.791975206764443
chr11	66024765	66035331	ENSG00000174996.7	KLC2	1	13.0709638894956
chr11	66036004	66044963	ENSG00000174903.10	RAB1B	1	15.4155379457987
chr11	66045661	66052772	ENSG00000174871.6	CNIH2	3	58.2651403978669
chr11	66052051	66056641	ENSG00000174851.10	YIF1A	1	30.0888462867997
chr11	66059341	66064135	ENSG00000179292.4	TMEM151A	NA	NA
chr11	66081958	66084515	ENSG00000174807.3	CD248	1	54.0116560251899
chr11	66097713	66104311	ENSG00000174791.6	RIN1	1	20.9317678776009
chr11	66104804	66112596	ENSG00000174744.9	BRMS1	1	17.7243075534408
chr11	66112843	66115163	ENSG00000174684.6	B3GNT1	1	59.5292260587977
chr11	66115421	66132275	ENSG00000255468.2	RP11-867G23.8	968	7932.14398444319
chr11	66129992	66139685	ENSG00000174669.7	SLC29A2	1	14.2482001915207
chr11	66188475	66194178	ENSG00000174576.4	NPAS4	1	24.2166937500282
chr11	66202546	66234209	ENSG00000174547.9	MRPL11	1	4.36180413910276
chr11	66234216	66244808	ENSG00000174516.10	PELI3	1	13.0388788195252
chr11	66247484	66277130	ENSG00000254986.3	DPP3	1	4.65856454349358
chr11	66276550	66301084	ENSG00000256349.1	CTD-3074O7.11	1	5.62924123487448
chr11	66278077	66301098	ENSG00000174483.15	BBS1	1	5.99920961106862
chr11	66288108	66313709	ENSG00000174165.3	ZDHHC24	1	5.39462538402448
chr11	66330934	66336312	ENSG00000174080.6	CTSF	1	25.6801421451117
chr11	66357640	66360554	ENSG00000182791.3	CCDC87	NA	NA
chr11	66360292	66373490	ENSG00000173992.4	CCS	1	10.4642979585097
chr11	66384053	66394818	ENSG00000239306.4	RBM14	1.5	19.2440043367038
chr11	66384097	66434153	ENSG00000173933.15	RBM4	1	2.7590659352807
chr11	66384097	66413940	ENSG00000248643.5	RBM14-RBM4	1	4.62781236659889
chr11	66432469	66445392	ENSG00000173914.7	RBM4B	1	10.686977053038
chr11	66452719	66496697	ENSG00000173898.7	SPTBN2	1	3.1403839296105
chr11	66511922	66610987	ENSG00000173715.11	C11orf80	1	1.39411300112462
chr11	66610306	66614017	ENSG00000173653.3	RCE1	NA	NA
chr11	66615704	66725847	ENSG00000173599.9	PC	1	1.25389543099798
chr11	66624118	66627946	ENSG00000173621.8	LRFN4	1.5	54.1174782352706
chr11	66742748	66744475	ENSG00000173237.4	C11orf86	NA	NA
chr11	66774249	66818334	ENSG00000173227.9	SYT12	2	6.26552362283818
chr11	66824289	66839484	ENSG00000173156.2	RHOD	4	36.3561183169228
chr11	66886740	67025558	ENSG00000173120.10	KDM2A	1	0.994883980869992
chr11	66963391	66964638	ENSG00000179038.7	AP001885.1	NA	NA
chr11	67033881	67054027	ENSG00000173020.6	ADRBK1	1	6.8553461955927
chr11	67056018	67069956	ENSG00000172932.10	ANKRD13D	1	9.90872467042693
chr11	67070919	67080078	ENSG00000172830.8	SSH3	1	15.0789173988875
chr11	67118248	67124443	ENSG00000175482.4	POLD4	1	22.2934309049896
chr11	67131639	67141648	ENSG00000175505.9	CLCF1	1	13.7983619199131
chr11	67159176	67165881	ENSG00000172613.3	RAD9A	1	20.5977336996884
chr11	67165654	67188654	ENSG00000172531.10	PPP1CA	1	6.00468715027872
chr11	67171386	67177560	ENSG00000175463.7	TBC1D10C	1	22.3692589012651
chr11	67182439	67193078	ENSG00000172508.6	CARNS1	1	12.9812768546302
chr11	67195931	67202872	ENSG00000175634.10	RPS6KB2	1.5	29.8460894229385
chr11	67202981	67205538	ENSG00000213402.2	PTPRCAP	1	54.0116560251899
chr11	67205519	67211292	ENSG00000172725.9	CORO1B	1	23.9230563756124
chr11	67218772	67220200	ENSG00000175514.2	GPR152	NA	NA
chr11	67219877	67226699	ENSG00000175544.9	CABP4	NA	NA
chr11	67231824	67236743	ENSG00000172663.4	TMEM134	1	28.0763985477558
chr11	67250512	67258574	ENSG00000110711.5	AIP	1	17.1307125349058
chr11	67259239	67273734	ENSG00000110697.8	PITPNM1	1	9.52796167343295
chr11	67273968	67276120	ENSG00000167797.3	CDK2AP2	1	64.1764890596704
chr11	67286383	67290899	ENSG00000167791.7	CABP2	1	30.581887612137
chr11	67351066	67354131	ENSG00000084207.11	GSTP1	1	45.0596425632661
chr11	67370351	67374177	ENSG00000184224.3	C11orf72	NA	NA
chr11	67374323	67380006	ENSG00000167792.7	NDUFV1	1	24.3019187852209
chr11	67395409	67397401	ENSG00000167799.5	NUDT8	NA	NA
chr11	67398774	67407031	ENSG00000167800.9	TBX10	1.5	25.0892220763735
chr11	67410026	67418130	ENSG00000132744.3	ACY3	1	17.0419304610576
chr11	67429633	67448671	ENSG00000132746.10	ALDH3B2	1	7.25432316716097
chr11	67758575	67772452	ENSG00000110057.3	UNC93B1	1	9.95228107346045
chr11	67776048	67796744	ENSG00000006534.11	ALDH3B1	1	6.67316411173225
chr11	67798084	67804111	ENSG00000110717.6	NDUFS8	2	45.8297011635675
chr11	67806483	67818362	ENSG00000110719.5	TCIRG1	2	23.2524294059114
chr11	67820326	67888911	ENSG00000110721.7	CHKA	1	2.01367360875426
chr11	67922330	67981295	ENSG00000110066.10	SUV420H1	1	2.34219968551532
chr11	68028803	68039469	ENSG00000171067.6	C11orf24	NA	NA
chr11	68080077	68216743	ENSG00000162337.7	LRP5	1	1.01054984016808
chr11	68228186	68382802	ENSG00000110075.10	PPP6R3	1	0.893231001037477
chr11	68451247	68458643	ENSG00000069482.6	GAL	16	298.772967996562
chr11	68474908	68519032	ENSG00000132749.6	MTL5	1	3.12999284870843
chr11	68522088	68611878	ENSG00000110090.8	CPT1A	1	1.53812010754439
chr11	68658744	68671303	ENSG00000197345.8	MRPL21	1	10.9967198388734
chr11	68671310	68708070	ENSG00000132740.4	IGHMBP2	1	3.75701317890127
chr11	68747490	68748455	ENSG00000172938.3	MRGPRD	NA	NA
chr11	68771863	68780877	ENSG00000172935.8	MRGPRF	3	45.9644345872234
chr11	68816365	68858072	ENSG00000162341.11	TPCN2	1	3.31138188928503
chr11	69061605	69182494	ENSG00000172927.3	MYEOV	1	1.14243483241991
chr11	69455855	69469242	ENSG00000110092.3	CCND1	3	30.9496835264982
chr11	69467844	69490184	ENSG00000149716.8	ORAOV1	1	6.18208614397541
chr11	69513000	69519410	ENSG00000162344.3	FGF19	1	21.5456793223729
chr11	69587254	69587718	ENSG00000268351.1	AP001888.1	NA	NA
chr11	69587797	69590171	ENSG00000075388.2	FGF4	NA	NA
chr11	69624992	69633792	ENSG00000186895.2	FGF3	1	15.6940686882285
chr11	69924408	70035634	ENSG00000131620.13	ANO1	2	2.48337267287164
chr11	70049269	70053496	ENSG00000168040.4	FADD	1	32.6727713405277
chr11	70116806	70230509	ENSG00000131626.11	PPFIA1	1	1.21463641642182
chr11	70244510	70282690	ENSG00000085733.11	CTTN	1	3.61728141583056
chr11	70313961	70963623	ENSG00000162105.12	SHANK2	1	0.212584089043858
chr11	71139239	71163914	ENSG00000172893.11	DHCR7	1	5.59707414210377
chr11	71164155	71235153	ENSG00000172890.7	NADSYN1	1	1.94523513981254
chr11	71238313	71239210	ENSG00000244411.2	KRTAP5-7	NA	NA
chr11	71249071	71250253	ENSG00000241233.1	KRTAP5-8	NA	NA
chr11	71259466	71260653	ENSG00000254997.2	KRTAP5-9	NA	NA
chr11	71276609	71279980	ENSG00000204572.5	KRTAP5-10	NA	NA
chr11	71292901	71314399	ENSG00000204571.4	KRTAP5-11	1	6.42421641345291
chr11	71292956	71318487	ENSG00000187811.3	AP000867.1	1	5.40941617862248
chr11	71498556	71512282	ENSG00000158483.11	FAM86C1	NA	NA
chr11	71544246	71548756	ENSG00000184276.2	DEFB108B	NA	NA
chr11	71576555	71639700	ENSG00000254469.3	RP11-849H4.2	1	2.18715344772208
chr11	71639747	71708643	ENSG00000137522.13	RNF121	1	2.00458378507331
chr11	71709587	71716761	ENSG00000137496.13	IL18BP	1	19.2511575768624
chr11	71713910	71791739	ENSG00000137497.13	NUMA1	1	1.77450313451812
chr11	71791382	71821828	ENSG00000184154.8	LRTOMT	1	4.53615596322704
chr11	71796941	71814433	ENSG00000149357.5	LAMTOR1	1	7.89548390443692
chr11	71817424	71823826	ENSG00000110200.4	ANAPC15	NA	NA
chr11	71825915	71850936	ENSG00000110203.4	FOLR3	NA	NA
chr11	71900602	71907345	ENSG00000110195.7	FOLR1	NA	NA
chr11	71927645	71932994	ENSG00000165457.9	FOLR2	NA	NA
chr11	71934745	71950149	ENSG00000165458.9	INPPL1	1	8.96571049444369
chr11	71950121	71956708	ENSG00000165462.5	PHOX2A	1	20.9667230084121
chr11	72003469	72145692	ENSG00000162129.8	CLPB	1	0.971065189571382
chr11	72287185	72385635	ENSG00000186642.11	PDE2A	1	1.40282178218802
chr11	72396114	72504644	ENSG00000186635.10	ARAP1	1	1.27253113845398
chr11	72465774	72504726	ENSG00000214530.3	STARD10	2	7.09117911565057
chr11	72525353	72554719	ENSG00000168010.6	ATG16L2	1	4.70298319336684
chr11	72547790	72853306	ENSG00000137478.10	FCHSD2	1	0.452047697850229
chr11	72929343	72947397	ENSG00000175591.7	P2RY2	1	7.64970668308467
chr11	72975550	73009662	ENSG00000171631.10	P2RY6	1	4.04865749461804
chr11	73019334	73080136	ENSG00000110237.3	ARHGEF17	1	2.27143522345335
chr11	73087309	73108519	ENSG00000054967.8	RELT	1	6.51144764056627
chr11	73111532	73309234	ENSG00000054965.6	FAM168A	1	0.698565540340566
chr11	73357223	73373864	ENSG00000021300.9	PLEKHB1	2	16.5984982220312
chr11	73386683	73472182	ENSG00000175582.15	RAB6A	1	1.61531485112587
chr11	73498361	73576178	ENSG00000175581.9	MRPL48	1	1.77477677700773
chr11	73583712	73588033	ENSG00000181924.6	COA4	1	31.962000568482
chr11	73587744	73638790	ENSG00000175575.8	PAAF1	2	5.41111172105202
chr11	73661364	73681411	ENSG00000187726.4	DNAJB13	1	6.88920060140722
chr11	73685712	73694352	ENSG00000175567.4	UCP2	2	31.9693991797247
chr11	73711326	73720480	ENSG00000175564.8	UCP3	NA	NA
chr11	73723763	73882255	ENSG00000168014.12	C2CD3	1	0.871386596524813
chr11	73882144	73965748	ENSG00000214517.4	PPME1	1	1.65192819071349
chr11	73946846	74022702	ENSG00000149380.7	P4HA3	1	1.82065762044414
chr11	74041363	74109518	ENSG00000165434.6	PGM2L1	2	4.05275634821834
chr11	74165886	74178774	ENSG00000175538.6	KCNE3	NA	NA
chr11	74202757	74204778	ENSG00000175536.6	LIPT2	5	341.681851698195
chr11	74204896	74380162	ENSG00000077514.4	POLD3	1	0.787989709677922
chr11	74407474	74442430	ENSG00000054938.11	CHRDL2	1	3.95090412107823
chr11	74459913	74553458	ENSG00000166439.5	RNF169	NA	NA
chr11	74518784	74660245	ENSG00000166435.11	XRRA1	1	0.976295971726558
chr11	74660292	74690076	ENSG00000118363.7	SPCS2	NA	NA
chr11	74699179	74729938	ENSG00000162139.5	NEU3	2	8.97999313738487
chr11	74799758	74800799	ENSG00000171561.3	OR2AT4	NA	NA
chr11	74811608	74917594	ENSG00000137491.10	SLCO2B1	1	1.30307591999331
chr11	74951950	74954742	ENSG00000261594.3	TPBGL	1	49.465546008743
chr11	74975226	75062873	ENSG00000137486.12	ARRB1	1	1.57572768556152
chr11	75110530	75133324	ENSG00000149273.10	RPS3	11	66.6484973686284
chr11	75133438	75141674	ENSG00000149243.11	KLHL35	1	16.7687960729008
chr11	75145685	75236948	ENSG00000158555.10	GDPD5	1	1.51329459316931
chr11	75273101	75283828	ENSG00000149257.9	SERPINH1	1	12.8747836726401
chr11	75297963	75380165	ENSG00000171533.7	MAP6	18	30.2418491060484
chr11	75428864	75444003	ENSG00000166391.10	MOGAT2	1	9.12265040335627
chr11	75470557	75512579	ENSG00000062282.10	DGAT2	1	3.286559527305
chr11	75526212	75854239	ENSG00000198382.4	UVRAG	1	0.421025721835125
chr11	75897369	75921780	ENSG00000085741.8	WNT11	1	5.65760536055101
chr11	76061000	76092015	ENSG00000137492.3	PRKRIR	1	4.45293581997132
chr11	76092357	76125663	ENSG00000179240.4	RP11-111M22.2	2	8.2932687477578
chr11	76155967	76264069	ENSG00000158636.12	C11orf30	1	1.27756937389142
chr11	76368568	76381791	ENSG00000137507.7	LRRC32	1	10.444513684974
chr11	76493295	76509198	ENSG00000182704.6	TSKU	9	78.1594818655408
chr11	76571911	76737841	ENSG00000078124.7	ACER3	1	0.832325706360577
chr11	76745385	76753096	ENSG00000198488.6	B3GNT6	1	17.9104920835703
chr11	76777979	76837201	ENSG00000149260.10	CAPN5	1	2.33203546750212
chr11	76813886	76814377	ENSG00000254550.1	OMP	NA	NA
chr11	76839310	76926284	ENSG00000137474.15	MYO7A	2	3.1758411584246
chr11	76927603	77012732	ENSG00000178795.5	GDPD4	1	1.62233556668598
chr11	77032752	77185680	ENSG00000149269.5	PAK1	1	0.903090372308607
chr11	77184416	77188074	ENSG00000268635.1	DKFZP434E1119	7	264.28502766399
chr11	77225981	77348850	ENSG00000074201.4	CLNS1A	1	1.12402481062278
chr11	77300436	77321400	ENSG00000178301.3	AQP11	1	6.58785558368682
chr11	77371041	77532063	ENSG00000048649.9	RSF1	1	0.857695249446725
chr11	77532155	77629478	ENSG00000087884.10	AAMDC	102	144.744778259547
chr11	77589766	77705724	ENSG00000149262.12	INTS4	67	79.7980553181282
chr11	77726761	77757237	ENSG00000151364.11	KCTD14	6	27.1901439407555
chr11	77728017	77790911	ENSG00000259112.1	NDUFC2-KCTD14	1	2.19588203097928
chr11	77774907	77779397	ENSG00000151365.2	THRSP	1	30.7589764936327
chr11	77779350	77791265	ENSG00000151366.8	NDUFC2	1	11.5910872393127
chr11	77811982	77850706	ENSG00000159063.8	ALG8	1	3.56646535627545
chr11	77882295	77899868	ENSG00000188997.3	KCTD21	1	7.85909090402382
chr11	77899858	77925757	ENSG00000118369.8	USP35	1	5.33255355250823
chr11	77926343	78129394	ENSG00000033327.8	GAB2	1	0.680163133677798
chr11	78147007	78285919	ENSG00000137513.5	NARS2	1	0.994210755416455
chr11	78363876	79151992	ENSG00000149256.10	TENM4	1	0.17523791479479
chr11	82443053	82444906	ENSG00000182103.3	FAM181B	1	74.5320045636323
chr11	82534544	82681626	ENSG00000137509.6	PRCP	1	0.938985086253998
chr11	82611017	82669319	ENSG00000165490.8	C11orf82	NA	NA
chr11	82684175	82782965	ENSG00000137502.5	RAB30	1	1.39799376917108
chr11	82868030	82898493	ENSG00000165494.6	PCF11	1	4.53362454309853
chr11	82904781	82971736	ENSG00000137494.9	ANKRD42	1	2.06269590704818
chr11	82970139	82997450	ENSG00000137500.5	CCDC90B	1	5.05685637495553
chr11	83166055	85338966	ENSG00000150672.12	DLG2	1	0.0635588868832688
chr11	85339629	85347580	ENSG00000171204.8	TMEM126B	1	17.3698659862169
chr11	85359011	85367591	ENSG00000171202.2	TMEM126A	1	16.0964807058754
chr11	85370752	85393951	ENSG00000137504.9	CREBZF	1	5.95317920843185
chr11	85394893	85397320	ENSG00000179071.3	CCDC89	NA	NA
chr11	85405267	85522184	ENSG00000137501.12	SYTL2	1	1.18124656342885
chr11	85563600	85565986	ENSG00000215504.2	AP000974.1	NA	NA
chr11	85566144	85631064	ENSG00000150676.8	CCDC83	1	2.12735373469517
chr11	85668727	85780924	ENSG00000073921.13	PICALM	1	1.23094026093755
chr11	85955586	85989855	ENSG00000074266.13	EED	1	4.03010897477051
chr11	86013253	86056969	ENSG00000149196.11	C11orf73	1	3.159204969723
chr11	86085778	86134151	ENSG00000149201.5	CCDC81	NA	NA
chr11	86152150	86383678	ENSG00000151376.12	ME3	1	0.596505841437798
chr11	86502101	86663952	ENSG00000150687.7	PRSS23	1	0.853302138735075
chr11	86656721	86666433	ENSG00000174804.3	FZD4	NA	NA
chr11	86748886	87034800	ENSG00000166575.12	TMEM135	1	0.483039670867501
chr11	87846410	87908635	ENSG00000123892.7	RAB38	3	6.6584718902247
chr11	88026760	88070955	ENSG00000109861.11	CTSC	1	3.12496446331962
chr11	88237744	88799113	ENSG00000168959.10	GRM5	1	0.246019649208294
chr11	88910620	89028927	ENSG00000077498.8	TYR	1	1.16736798715554
chr11	89057524	89322779	ENSG00000086991.8	NOX4	1	0.520660513303842
chr11	89443467	89451040	ENSG00000214414.5	TRIM77	NA	NA
chr11	89530823	89541743	ENSG00000168930.9	TRIM49	1	12.6472348403306
chr11	89602450	89609185	ENSG00000189253.7	TRIM64B	402	8243.40570029355
chr11	89644279	89654935	ENSG00000223417.4	TRIM49D1	NA	NA
chr11	89764274	89806558	ENSG00000204449.2	TRIM49C	3	9.79858606965358
chr11	89864683	89926062	ENSG00000077616.6	NAALAD2	NA	NA
chr11	89934328	89956532	ENSG00000110172.7	CHORDC1	1	6.21995156081835
chr11	92085262	92629618	ENSG00000165323.11	FAT3	1	0.253708610645259
chr11	92702886	92718232	ENSG00000134640.2	MTNR1B	1	8.99959627632025
chr11	92877341	92931130	ENSG00000180773.10	SLC36A4	1	2.56758453320215
chr11	93063137	93171653	ENSG00000165325.9	CCDC67	1	1.27269531181034
chr11	93211638	93276674	ENSG00000166002.2	SMCO4	1	2.12355932800927
chr11	93394805	93463522	ENSG00000166004.10	KIAA1731	6	12.0588329923958
chr11	93463114	93517557	ENSG00000166012.10	TAF1D	15.5	39.3194895408843
chr11	93474757	93497915	ENSG00000182919.10	C11orf54	1	5.96371899371321
chr11	93517393	93547861	ENSG00000042429.6	MED17	1	4.53288054537254
chr11	93551398	93583697	ENSG00000214376.5	VSTM5	247	1056.15120284632
chr11	93754527	93846917	ENSG00000181333.11	HEPHL1	1	1.49483498708097
chr11	93862094	93915138	ENSG00000110218.4	PANX1	1	2.60364611372465
chr11	94038759	94040887	ENSG00000183560.4	FOLR4	NA	NA
chr11	94110477	94134585	ENSG00000123901.4	GPR83	NA	NA
chr11	94152895	94227074	ENSG00000020922.8	MRE11A	1	1.86181809483022
chr11	94226795	94232749	ENSG00000168876.4	ANKRD49	1	23.1958018905627
chr11	94277006	94354587	ENSG00000134627.7	PIWIL4	1	1.78017561589063
chr11	94277017	94283063	ENSG00000196371.2	FUT4	1	22.8428389772429
chr11	94439597	94609918	ENSG00000166025.13	AMOTL1	1	0.810867740656822
chr11	94695787	94706776	ENSG00000150316.7	CWC15	NA	NA
chr11	94706845	94732682	ENSG00000186280.5	KDM4D	NA	NA
chr11	94758422	94760760	ENSG00000235268.2	KDM4E	NA	NA
chr11	94822974	94865809	ENSG00000149218.4	ENDOD1	1	3.2241812643028
chr11	94898704	94965705	ENSG00000149212.6	SESN3	1	2.0612797489054
chr11	95502106	95523573	ENSG00000077458.8	FAM76B	1	6.43349347633161
chr11	95523129	95565857	ENSG00000166037.6	CEP57	1	3.23225529995344
chr11	95566046	95658479	ENSG00000087053.14	MTMR2	1	1.4941395871216
chr11	95709762	96076344	ENSG00000184384.9	MAML2	1	0.376744642280337
chr11	96085933	96123087	ENSG00000149231.7	CCDC82	1	3.71717189148976
chr11	96123153	96240738	ENSG00000183340.5	JRKL	1	1.17453590556968
chr11	98891683	100229616	ENSG00000149972.6	CNTN5	1	0.103224753748066
chr11	100558384	100862668	ENSG00000165895.13	ARHGAP42	1	0.453877970765504
chr11	100862811	100864663	ENSG00000170647.2	TMEM133	NA	NA
chr11	100900355	101001255	ENSG00000082175.10	PGR	3	4.10627763497752
chr11	101322295	101743293	ENSG00000137672.8	TRPC6	1	0.328048599889811
chr11	101761405	101787253	ENSG00000187151.3	ANGPTL5	NA	NA
chr11	101785746	101871789	ENSG00000110318.9	KIAA1377	1	1.60510215190557
chr11	101918174	101955291	ENSG00000137691.8	C11orf70	1	3.72087734613279
chr11	101981192	102104154	ENSG00000137693.9	YAP1	1	1.12317467556164
chr11	102188215	102210134	ENSG00000023445.9	BIRC3	1	6.30082597091157
chr11	102217942	102249401	ENSG00000110330.4	BIRC2	1	4.39008882852
chr11	102267063	102341115	ENSG00000152558.10	TMEM123	1	1.86501113347932
chr11	102337986	102369532	ENSG00000255482.1	RP11-315O6.2	NA	NA
chr11	102391239	102401484	ENSG00000137673.4	MMP7	NA	NA
chr11	102447566	102496063	ENSG00000137674.3	MMP20	1	2.84775974712685
chr11	102552041	102554644	ENSG00000255798.1	RP11-817J15.3	NA	NA
chr11	102562218	102576537	ENSG00000137675.4	MMP27	NA	NA
chr11	102582526	102597781	ENSG00000118113.7	MMP8	NA	NA
chr11	102641234	102651359	ENSG00000166670.5	MMP10	NA	NA
chr11	102660651	102668891	ENSG00000196611.4	MMP1	NA	NA
chr11	102706532	102714534	ENSG00000149968.7	MMP3	1	17.2591607668596
chr11	102813724	102826463	ENSG00000137745.7	MMP13	NA	NA
chr11	102932805	102962944	ENSG00000137692.7	DCUN1D5	1	4.582361871874
chr11	102980160	103350591	ENSG00000187240.9	DYNC2H1	2	0.745660079509602
chr11	103777914	104035107	ENSG00000170962.8	PDGFD	1	0.536981194886372
chr11	103907308	103909922	ENSG00000170967.3	DDI1	NA	NA
chr11	104756445	104769397	ENSG00000204403.5	CASP12	1	10.6630485219588
chr11	104813593	104840163	ENSG00000196954.8	CASP4	1	5.19788500024127
chr11	104864962	104893895	ENSG00000137757.6	CASP5	NA	NA
chr11	104896170	104972158	ENSG00000137752.18	CASP1	1	1.81749492625692
chr11	104912053	104972158	ENSG00000204397.3	CARD16	11.5	26.4244197861862
chr11	104963196	104972158	ENSG00000255221.2	CARD17	43	662.646238744215
chr11	105008448	105010453	ENSG00000255501.1	CARD18	NA	NA
chr11	105480721	105852819	ENSG00000152578.8	GRIA4	1	0.371159760214811
chr11	105866350	105893130	ENSG00000170903.6	MSANTD4	1	5.15712488634842
chr11	105921825	105948492	ENSG00000182359.10	KBTBD3	1	5.17897792989127
chr11	105946228	105969437	ENSG00000149313.6	AASDHPPT	1	5.9506141779659
chr11	106544738	106889250	ENSG00000152402.6	GUCY1A2	1	0.400879517858335
chr11	107197071	107328572	ENSG00000152404.11	CWF19L2	1	1.05024147691965
chr11	107373452	107436472	ENSG00000137760.10	ALKBH8	1	2.19149166068566
chr11	107461817	107537505	ENSG00000110675.8	ELMOD1	1	1.82469882222295
chr11	107462471	107463949	ENSG00000268467.1	AP000889.3	NA	NA
chr11	107578104	107590419	ENSG00000170290.3	SLN	NA	NA
chr11	107582998	107595135	ENSG00000268602.1	AP002353.1	NA	NA
chr11	107643129	107647344	ENSG00000214306.3	AP001024.2	NA	NA
chr11	107650219	107652316	ENSG00000214305.3	AP001024.1	NA	NA
chr11	107661717	107799019	ENSG00000110660.10	SLC35F2	1	1.00586884718657
chr11	107799229	107834208	ENSG00000179331.2	RAB39A	NA	NA
chr11	107879459	107978503	ENSG00000166266.9	CUL5	2	2.78881718138223
chr11	107992243	108018503	ENSG00000075239.9	ACAT1	1	5.2592461712266
chr11	108027942	108093369	ENSG00000149308.12	NPAT	NA	NA
chr11	108093211	108239829	ENSG00000149311.13	ATM	1	0.9419566796465
chr11	108130255	108136480	ENSG00000269042.1	AP001925.1	NA	NA
chr11	108179246	108338258	ENSG00000166323.8	C11orf65	1	0.868536993789215
chr11	108342832	108369159	ENSG00000178202.8	KDELC2	1	5.24586183220308
chr11	108376158	108464465	ENSG00000110723.7	EXPH5	1.5	2.34592621971776
chr11	108535752	108811657	ENSG00000178105.5	DDX10	1	0.500562891054568
chr11	109292846	109299840	ENSG00000185742.6	C11orf87	NA	NA
chr11	109964087	110042566	ENSG00000149289.6	ZC3H12C	1	1.75980586470789
chr11	110045605	110167447	ENSG00000137710.10	RDX	1	1.13349915838882
chr11	110300607	110335605	ENSG00000137714.2	FDX1	1	3.94616276519831
chr11	110447766	110583912	ENSG00000137727.8	ARHGAP20	1	1.01440956367731
chr11	111126707	111157126	ENSG00000150750.6	C11orf53	9	40.861640425645
chr11	111164114	111175770	ENSG00000196167.5	COLCA1	NA	NA
chr11	111169565	111179460	ENSG00000214290.3	COLCA2	NA	NA
chr11	111222977	111326355	ENSG00000110777.7	POU2AF1	1	1.33594966488431
chr11	111322064	111328876	ENSG00000255093.1	RP11-794P6.2	NA	NA
chr11	111338251	111383079	ENSG00000137707.9	BTG4	NA	NA
chr11	111385510	111407756	ENSG00000183644.9	C11orf88	1	6.20820841753172
chr11	111411005	111432264	ENSG00000204381.7	LAYN	NA	NA
chr11	111473115	111601577	ENSG00000170145.4	SIK2	1	1.07508683078584
chr11	111597632	111637151	ENSG00000137713.11	PPP2R1B	1	3.49471910869229
chr11	111652919	111742305	ENSG00000086848.10	ALG9	2	3.09014397011636
chr11	111657010	111750149	ENSG00000258529.1	ALG9	2	2.965627813406
chr11	111744780	111751967	ENSG00000255561.2	FDXACB1	NA	NA
chr11	111749659	111756699	ENSG00000137720.3	C11orf1	NA	NA
chr11	111779289	111794446	ENSG00000109846.3	CRYAB	2	18.2236332330158
chr11	111782966	111789574	ENSG00000170276.4	HSPB2	5	104.500457367139
chr11	111783460	111797595	ENSG00000254445.1	HSPB2-C11orf52	1	9.77062642068699
chr11	111788756	111797596	ENSG00000149300.5	C11orf52	1	15.6230548027614
chr11	111797868	111893308	ENSG00000150764.9	DIXDC1	2	2.89412834150064
chr11	111895538	111935114	ENSG00000150768.11	DLAT	1	3.48968578068553
chr11	111934734	111944998	ENSG00000150773.6	PIH1D2	NA	NA
chr11	111944810	111955874	ENSG00000150776.13	C11orf57	NA	NA
chr11	111955524	111957522	ENSG00000150779.7	TIMM8B	1	69.1230252534588
chr11	111957497	111990353	ENSG00000204370.4	SDHD	1	4.20342721135898
chr11	111957627	112064528	ENSG00000255292.2	SDHD	1	1.29192247459248
chr11	112013974	112034840	ENSG00000150782.7	IL18	1	6.61879634124464
chr11	112038095	112043282	ENSG00000150783.5	TEX12	NA	NA
chr11	112041253	112071394	ENSG00000272790.1	AP002884.3	1	4.58205781017254
chr11	112046190	112095422	ENSG00000197580.7	BCO2	1	2.80524464690467
chr11	112097088	112140678	ENSG00000150787.3	PTS	7	22.1783581370698
