chr	start	end	id	name	counts	rpkm
chr11	118992297	119006752	ENSG00000172273.8	HINFP	1	0.00544357520908991
chr11	119019722	119033360	ENSG00000172350.5	ABCG4	NA	NA
chr11	119027590	119027930	ENSG00000268192.1	AP002956.1	NA	NA
chr11	119037277	119054725	ENSG00000160703.11	NLRX1	1	0.00450979365241831
chr11	119056166	119060932	ENSG00000172367.11	PDZD3	NA	NA
chr11	119060347	119067479	ENSG00000248712.3	CCDC153	1	0.0110329332091131
chr11	119076752	119178859	ENSG00000110395.4	CBL	1	0.00077063158889591
chr11	119179241	119192231	ENSG00000076706.10	MCAM	1	0.0060574965086524
chr11	119205237	119208023	ENSG00000173456.4	RNF26	2	0.0564873507877923
chr11	119209652	119217383	ENSG00000223953.3	C1QTNF5	1	0.0101780985186127
chr11	119209652	119217383	ENSG00000235718.3	MFRP	1	0.0101780985186127
chr11	119209652	119217368	ENSG00000259159.1	MFRP	1	0.0101978848687655
chr11	119225925	119252436	ENSG00000036672.11	USP2	1	0.00296808417816735
chr11	119288090	119295695	ENSG00000154096.9	THY1	NA	NA
chr11	119494120	119599794	ENSG00000110400.6	PVRL1	1	0.000744619108270669
chr11	119981983	120056237	ENSG00000137699.12	TRIM29	1	0.00105969886669263
chr11	120039685	120042387	ENSG00000176984.2	AP000679.2	1	0.0291217171159862
chr11	120081475	120101041	ENSG00000184232.4	OAF	1	0.00402161298412525
chr11	120107349	120190653	ENSG00000137709.5	POU2F3	1	0.000944575046184993
chr11	120195838	120204391	ENSG00000181264.4	TMEM136	NA	NA
chr11	120207787	120360645	ENSG00000196914.4	ARHGEF12	1	0.000514771092434774
chr11	120329880	120330047	ENSG00000269601.1	AP000758.1	NA	NA
chr11	120382468	120859613	ENSG00000149403.7	GRIK4	1	0.000164911881393276
chr11	120382511	120385732	ENSG00000204306.2	AP002348.1	30	0.73287997187887
chr11	120894781	120961484	ENSG00000154114.8	TBCEL	1	0.0011796602798584
chr11	120971882	121062202	ENSG00000109927.5	TECTA	1	0.000871201058983555
chr11	121163162	121179403	ENSG00000109929.5	SC5D	1	0.00484495287527829
chr11	121322912	121504402	ENSG00000137642.8	SORL1	1	0.00043356041460904
chr11	121986062	121986923	ENSG00000259571.1	BLID	NA	NA
chr11	122526383	122685181	ENSG00000154127.5	UBASH3B	1	0.000495515558428914
chr11	122709208	122743347	ENSG00000109943.4	CRTAM	1	0.00230489702824906
chr11	122753391	122830506	ENSG00000109944.6	C11orf63	3	0.00306115073516416
chr11	122848278	122852428	ENSG00000188909.4	BSX	2	0.0379213877818769
chr11	122928197	122933938	ENSG00000109971.9	HSPA8	13	0.178179661281333
chr11	122943035	123065989	ENSG00000166250.7	CLMP	1	0.000639970067239737
chr11	123301058	123306427	ENSG00000254667.1	AP000783.1	NA	NA
chr11	123396344	123498482	ENSG00000023171.10	GRAMD1B	1	0.000770397693780911
chr11	123499895	123525952	ENSG00000166257.4	SCN3B	1	0.00301979812132612
chr11	123594885	123612383	ENSG00000166261.6	ZNF202	1	0.00449690705494312
chr11	123624196	123625253	ENSG00000221931.2	OR6X1	NA	NA
chr11	123676043	123677095	ENSG00000196099.4	OR6M1	1	0.074797414113493
chr11	123753633	123756349	ENSG00000204300.2	TMEM225	NA	NA
chr11	123777109	123778183	ENSG00000181518.2	OR8D4	NA	NA
chr11	123810250	123811344	ENSG00000171014.2	OR4D5	1	0.0719258497690993
chr11	123813492	123814580	ENSG00000181499.2	OR6T1	NA	NA
chr11	123847368	123848488	ENSG00000196248.4	OR10S1	NA	NA
chr11	123864870	123865868	ENSG00000198674.3	OR10G6	NA	NA
chr11	123886282	123887217	ENSG00000254737.1	OR10G4	NA	NA
chr11	123893720	123894655	ENSG00000236981.1	OR10G9	NA	NA
chr11	123900297	123901341	ENSG00000234560.3	OR10G8	NA	NA
chr11	123908773	123909717	ENSG00000182634.7	OR10G7	NA	NA
chr11	123986069	124018428	ENSG00000110002.11	VWA5A	NA	NA
chr11	124055923	124056952	ENSG00000197309.2	OR10D3	NA	NA
chr11	124134723	124135763	ENSG00000255298.2	OR8G5	NA	NA
chr11	124179708	124180733	ENSG00000196341.2	OR8D1	NA	NA
chr11	124189134	124190184	ENSG00000197263.2	OR8D2	NA	NA
chr11	124252291	124253258	ENSG00000204293.2	OR8B2	NA	NA
chr11	124266278	124267264	ENSG00000196661.3	OR8B3	NA	NA
chr11	124293807	124294789	ENSG00000198657.3	OR8B4	NA	NA
chr11	124310022	124311054	ENSG00000197125.2	OR8B8	NA	NA
chr11	124412578	124413575	ENSG00000170953.2	OR8B12	NA	NA
chr11	124439893	124441037	ENSG00000196119.5	OR8A1	NA	NA
chr11	124481386	124490252	ENSG00000154143.2	PANX3	NA	NA
chr11	124492732	124505287	ENSG00000154144.8	TBRG1	NA	NA
chr11	124503009	124565603	ENSG00000110013.8	SIAE	16	0.0201135903498469
chr11	124543694	124567414	ENSG00000064199.2	SPA17	NA	NA
chr11	124609742	124617106	ENSG00000154146.8	NRGN	85	0.908254314235272
chr11	124617368	124622134	ENSG00000019102.7	VSIG2	NA	NA
chr11	124622026	124632186	ENSG00000149564.7	ESAM	1	0.00774477161883806
chr11	124636394	124670569	ENSG00000120458.5	MSANTD2	1	0.00230246904601008
chr11	124735282	124751366	ENSG00000154134.10	ROBO3	1	0.00489224568809964
chr11	124753587	124768396	ENSG00000154133.10	ROBO4	NA	NA
chr11	124761200	124762022	ENSG00000254943.1	RP11-664I21.6	NA	NA
chr11	124789089	124806308	ENSG00000165478.6	HEPACAM	NA	NA
chr11	124789146	124790573	ENSG00000221932.5	HEPN1	NA	NA
chr11	124824017	124911385	ENSG00000149548.10	CCDC15	1	0.000900637300240301
chr11	124932963	124959131	ENSG00000134955.7	SLC37A2	1	0.0030069886749998
chr11	124966398	124981659	ENSG00000150433.5	TMEM218	1	0.00515607624974737
chr11	125034583	125303285	ENSG00000165495.11	PKNOX2	1	0.000292840692095312
chr11	125315646	125366213	ENSG00000149557.8	FEZ1	1	0.00155609151516591
chr11	125365110	125369424	ENSG00000255537.1	AP000708.1	1	0.0182398886526181
chr11	125439112	125454575	ENSG00000149547.10	EI24	1	0.00508872014792696
chr11	125461607	125495110	ENSG00000134910.8	STT3A	1	0.00234865175200414
chr11	125495036	125546150	ENSG00000149554.8	CHEK1	1	0.00153943889438108
chr11	125541417	125551018	ENSG00000134940.9	ACRV1	1	0.00819569624491143
chr11	125616188	125619762	ENSG00000171053.5	PATE1	NA	NA
chr11	125646008	125648714	ENSG00000196844.4	PATE2	NA	NA
chr11	125658006	125661495	ENSG00000236027.2	PATE3	1	0.0225528459866422
chr11	125703211	125709964	ENSG00000237353.2	PATE4	NA	NA
chr11	125753509	125770543	ENSG00000198331.6	HYLS1	1	0.0046194011769047
chr11	125763381	125773116	ENSG00000110060.4	PUS3	4	0.0323315376055037
chr11	125773271	125793158	ENSG00000109832.8	DDX25	1	0.0039566993336046
chr11	125825691	125933230	ENSG00000064309.10	CDON	1	0.000731705517508947
chr11	126071993	126081587	ENSG00000165526.4	RPUSD4	3	0.024605028032331
chr11	126081309	126132881	ENSG00000197798.4	FAM118B	1	0.0015257674638834
chr11	126132814	126139039	ENSG00000182934.7	SRPR	1	0.012640462593959
chr11	126138950	126148026	ENSG00000110074.6	FOXRED1	1	0.00866977519252916
chr11	126152960	126168740	ENSG00000150455.9	TIRAP	1	0.00498649427423287
chr11	126164193	126174213	ENSG00000255062.1	RP11-712L6.5	1	0.00785298200073799
chr11	126173647	126215644	ENSG00000110063.4	DCPS	1	0.00187363096524501
chr11	126225535	126310239	ENSG00000110080.14	ST3GAL4	4	0.003715851891169
chr11	126293254	126873355	ENSG00000149571.6	KIRREL3	1	0.000135643413211483
chr11	128328656	128457453	ENSG00000134954.10	ETS1	1	0.000610937208532766
chr11	128556430	128683162	ENSG00000151702.12	FLI1	1	0.000620891958206251
chr11	128706210	128737268	ENSG00000151704.11	KCNJ1	1	0.00253354625691914
chr11	128761251	128790930	ENSG00000120457.7	KCNJ5	1	0.00265126451859546
chr11	128769460	128775930	ENSG00000174370.5	C11orf45	1	0.0121618052005247
chr11	128804626	128813040	ENSG00000120471.10	TP53AIP1	2	0.0187037983473722
chr11	128834955	129149219	ENSG00000134909.14	ARHGAP32	1	0.00025038464363527
chr11	129245835	129322171	ENSG00000043039.5	BARX2	1	0.00103079647410651
chr11	129685714	129729898	ENSG00000151715.3	TMEM45B	1	0.00178089081222602
chr11	129733531	129765485	ENSG00000170322.10	NFRKB	1	0.00246250483968813
chr11	129769601	129872730	ENSG00000170325.10	PRDM10	1	0.000762994692544237
chr11	129936836	129944012	ENSG00000267981.1	AP003041.2	NA	NA
chr11	129939732	130014699	ENSG00000084234.12	APLP2	1	0.001049620228199
chr11	130029457	130080271	ENSG00000149418.6	ST14	1.5	0.00232279134630401
chr11	130096572	130184581	ENSG00000196323.7	ZBTB44	1	0.000894077647142845
chr11	130274820	130298888	ENSG00000134917.9	ADAMTS8	4	0.0130774272307453
chr11	130318869	130346532	ENSG00000166106.2	ADAMTS15	1	0.00284448106305877
chr11	130542851	130587247	ENSG00000175728.2	C11orf44	3	0.00531716008068709
chr11	130745331	130786404	ENSG00000120451.6	SNX19	3	0.00574734348458072
chr11	131240373	132206716	ENSG00000182667.10	NTM	1	8.14274844929747e-05
chr11	132284871	133402414	ENSG00000183715.9	OPCML	1	7.04106058088097e-05
chr11	133710526	133715433	ENSG00000166118.3	SPATA19	NA	NA
chr11	133778459	133826880	ENSG00000080854.10	IGSF9B	1	0.0016250568895189
chr11	133938820	134021896	ENSG00000166086.8	JAM3	1	0.000947167408726885
chr11	134020014	134095348	ENSG00000151503.8	NCAPD3	1	0.00104450685809057
chr11	134094539	134117686	ENSG00000151502.6	VPS26B	3	0.0101983254392441
chr11	134118173	134123264	ENSG00000151500.10	THYN1	2	0.030912150715928
chr11	134123389	134135749	ENSG00000151498.7	ACAD8	NA	NA
chr11	134144139	134189458	ENSG00000166105.11	GLB1L3	1	0.00173628896593911
chr11	134201768	134248235	ENSG00000149328.10	GLB1L2	3	0.00508017816820935
chr11	134248398	134281812	ENSG00000109956.8	B3GAT1	39	0.0918413930163522
chr11	134855246	134856693	ENSG00000268936.1	AP003062.1	NA	NA
chr12	147052	147377	ENSG00000268640.1	AC026369.1	NA	NA
chr12	175931	287626	ENSG00000120645.7	IQSEC3	1	0.000704479875082991
chr12	299243	323736	ENSG00000111181.8	SLC6A12	NA	NA
chr12	329789	372039	ENSG00000010379.11	SLC6A13	1	0.00186241135260106
chr12	389295	498620	ENSG00000073614.7	KDM5A	1	0.000719751929086619
chr12	498439	551811	ENSG00000120647.5	CCDC77	1	0.0014743101185527
chr12	569530	672675	ENSG00000139044.6	B4GALNT3	1	0.000762876335715688
chr12	673462	772945	ENSG00000171840.7	NINJ2	1	0.000790958049590329
chr12	861759	1020618	ENSG00000060237.12	WNK1	1	0.000495325286243742
chr12	1021243	1099219	ENSG00000002016.12	RAD52	1	0.00100911664675534
chr12	1099675	1605099	ENSG00000082805.15	ERC1	1	0.000155684889612275
chr12	1639057	1756409	ENSG00000111186.8	WNT5B	1	0.000670520141517781
chr12	1675159	1703331	ENSG00000171823.6	FBXL14	1	0.00279308816013754
chr12	1797740	1897844	ENSG00000006831.9	ADIPOR2	1	0.000786051303118703
chr12	1901123	2028002	ENSG00000151062.10	CACNA2D4	1	0.000620172602616624
chr12	1929433	1945918	ENSG00000166159.6	LRTM2	1	0.00477324110690899
chr12	2055220	2113701	ENSG00000151065.9	DCP1B	1	0.00134551186962252
chr12	2079952	2802108	ENSG00000151067.16	CACNA1C	1	0.000108961055017745
chr12	2904119	2914576	ENSG00000004478.5	FKBP4	1	0.00752480440349954
chr12	2921788	2968957	ENSG00000111203.7	ITFG2	1	0.00166819054140208
chr12	2934514	2944710	ENSG00000053702.10	NRIP2	4	0.0308697056286366
chr12	2958397	2966213	ENSG00000206044.3	AC005841.1	NA	NA
chr12	2966847	2986206	ENSG00000111206.8	FOXM1	1	0.0040646148895808
chr12	2985424	2998626	ENSG00000171792.6	RHNO1	1	0.00596022418174479
chr12	2986389	3050306	ENSG00000078246.11	TULP3	1	0.00123107905013368
chr12	3068496	3149839	ENSG00000197905.4	TEAD4	1	0.000967346663479275
chr12	3186521	3395730	ENSG00000011105.7	TSPAN9	2	0.00075223226197147
chr12	3490515	3703139	ENSG00000111218.7	PRMT8	3	0.00111022574564576
chr12	3715799	3873985	ENSG00000130038.5	EFCAB4B	1	0.000497432640356256
chr12	3900213	3982608	ENSG00000111224.9	PARP11	1	0.000954995808573271
chr12	4382938	4414516	ENSG00000118971.3	CCND2	1	0.00249182594361247
chr12	4430371	4462338	ENSG00000078237.4	C12orf5	10	0.0246150341437716
chr12	4477393	4488894	ENSG00000118972.1	FGF23	4	0.0273669697060759
chr12	4537321	4554780	ENSG00000111241.2	FGF6	1	0.00450695226802192
chr12	4596894	4647674	ENSG00000047621.7	C12orf4	4	0.00619825755394995
chr12	4647950	4669214	ENSG00000111247.10	RAD51AP1	1	0.00370047402404979
chr12	4671370	4723325	ENSG00000010219.9	DYRK4	1	0.00151451986618025
chr12	4714110	4771809	ENSG00000272921.1	RP11-500M8.7	1	0.00136374771915275
chr12	4724674	4758213	ENSG00000111254.3	AKAP3	NA	NA
chr12	4758261	4798454	ENSG00000139180.6	NDUFA9	10	0.0195772596341141
chr12	4766800	4853747	ENSG00000255639.2	RP11-234B24.6	1	0.000904998213249389
chr12	4829507	4960277	ENSG00000130035.2	GALNT8	1	0.000601719657776207
chr12	4918342	4960277	ENSG00000151079.6	KCNA6	1	0.00187640108852736
chr12	5019071	5040527	ENSG00000111262.4	KCNA1	2	0.00733472032507407
chr12	5153085	5155949	ENSG00000130037.3	KCNA5	NA	NA
chr12	5541278	5630702	ENSG00000185652.7	NTF3	1	0.000879930216132075
chr12	5641035	6055398	ENSG00000047617.10	ANO2	1	0.000189898421546795
chr12	6058040	6233936	ENSG00000110799.9	VWF	1	0.000447348885974636
chr12	6308881	6347425	ENSG00000010278.7	CD9	1	0.00204148193356669
chr12	6419602	6437672	ENSG00000008323.11	PLEKHG6	1	0.00435455891795211
chr12	6437923	6451280	ENSG00000067182.3	TNFRSF1A	1	0.00589105934322038
chr12	6456009	6486896	ENSG00000111319.8	SCNN1A	4	0.0101902910153002
chr12	6484211	6500733	ENSG00000111321.6	LTBR	NA	NA
chr12	6554033	6560884	ENSG00000139193.3	CD27	1	0.0114854590056042
chr12	6560856	6575683	ENSG00000139192.7	TAPBPL	1	0.00530699936921796
chr12	6571403	6580153	ENSG00000139190.12	VAMP1	1	0.00899278624541653
chr12	6601150	6603007	ENSG00000111639.3	MRPL51	1	0.0423731177422696
chr12	6602522	6641121	ENSG00000010292.8	NCAPD2	1	0.00203857301089134
chr12	6643093	6647537	ENSG00000111640.10	GAPDH	1	0.017706318552519
chr12	6647541	6665239	ENSG00000010295.15	IFFO1	1	0.00444608880367243
chr12	6666029	6677857	ENSG00000111641.6	NOP2	NA	NA
chr12	6679249	6716642	ENSG00000111642.10	CHD4	24	0.0505037068846434
chr12	6728001	6745613	ENSG00000184574.5	LPAR5	1	0.00446779920777848
chr12	6747241	6756626	ENSG00000111644.3	ACRBP	NA	NA
chr12	6759446	6772314	ENSG00000111653.15	ING4	1	0.00611492692317335
chr12	6775643	6798738	ENSG00000126746.13	ZNF384	1	0.00340709589293763
chr12	6802958	6809966	ENSG00000139200.9	PIANP	9	0.101053355711551
chr12	6832907	6841041	ENSG00000111652.5	COPS7A	4	0.0386952936549765
chr12	6857170	6876641	ENSG00000089693.6	MLF2	1	0.00404123463855964
chr12	6874682	6880116	ENSG00000159335.11	PTMS	1	0.0144804710429508
chr12	6881678	6887621	ENSG00000089692.4	LAG3	NA	NA
chr12	6896024	6929974	ENSG00000010610.5	CD4	2.5	0.00579432103441787
chr12	6930711	6939136	ENSG00000250510.3	GPR162	1	0.00933968897891925
chr12	6949118	6956557	ENSG00000111664.6	GNB3	NA	NA
chr12	6953957	6961230	ENSG00000111665.7	CDCA3	1	0.0108190402375079
chr12	6961292	6975796	ENSG00000111667.9	USP5	1.5	0.00813777712845366
chr12	6976283	6980112	ENSG00000111669.10	TPI1	1	0.0205502427911712
chr12	6980099	6998522	ENSG00000111671.5	SPSB2	1	0.00427112194796692
chr12	6982733	7023407	ENSG00000010626.10	LRRC23	NA	NA
chr12	7022909	7032861	ENSG00000111674.4	ENO2	1	0.00790663983595204
chr12	7033626	7051484	ENSG00000111676.10	ATN1	1	0.00440625376007362
chr12	7052141	7055166	ENSG00000111678.6	C12orf57	1	0.0260121916189734
chr12	7055631	7070479	ENSG00000111679.12	PTPN6	1	0.00529949351073509
chr12	7072408	7105520	ENSG00000126749.10	EMG1	2	0.00475277117947539
chr12	7074490	7079988	ENSG00000215021.4	PHB2	3	0.0429357291637293
chr12	7085348	7125814	ENSG00000111684.6	LPCAT3	1	0.00194451835237964
chr12	7096351	7178336	ENSG00000182326.10	C1S	1	0.000959771661247724
chr12	7187513	7245203	ENSG00000159403.11	C1R	8	0.0109116837784565
chr12	7242183	7261869	ENSG00000139178.6	C1RL	1	0.00399709842768438
chr12	7276280	7281538	ENSG00000139194.3	RBP5	2	0.029930346005095
chr12	7282294	7311541	ENSG00000139182.9	CLSTN3	26	0.0699510674883667
chr12	7341281	7371170	ENSG00000139197.6	PEX5	43	0.113203380000601
chr12	7456880	7481320	ENSG00000215009.5	ACSM4	1	0.00321959409359225
chr12	7499281	7632493	ENSG00000177675.4	CD163L1	1	0.000590689124458717
chr12	7623409	7656489	ENSG00000177575.8	CD163	1	0.00237868439079186
chr12	7801996	7818499	ENSG00000111701.6	APOBEC1	1	0.00476803488137882
chr12	7842378	7848372	ENSG00000184344.3	GDF3	19	0.249424543426843
chr12	7864050	7870155	ENSG00000187569.2	DPPA3	1	0.012888923775167
chr12	7882011	7904201	ENSG00000198178.6	CLEC4C	1	0.00354605135860273
chr12	7917812	7926717	ENSG00000205857.1	NANOGNB	NA	NA
chr12	7940390	7948655	ENSG00000111704.6	NANOG	NA	NA
chr12	7965108	8043744	ENSG00000173262.7	SLC2A14	1	0.00100064702740977
chr12	8071826	8088871	ENSG00000059804.11	SLC2A3	1	0.00461642004384832
chr12	8185299	8208099	ENSG00000065970.4	FOXJ2	1	0.00345117893190327
chr12	8210898	8219067	ENSG00000171860.4	C3AR1	1	0.00963237601265695
chr12	8234807	8250367	ENSG00000089818.12	NECAP1	1	0.0050569974066449
chr12	8276228	8291203	ENSG00000111729.8	CLEC4A	NA	NA
chr12	8290733	8341133	ENSG00000196946.5	ZNF705A	NA	NA
chr12	8373856	8380214	ENSG00000171847.6	FAM90A1	1	0.0123760427252901
chr12	8608522	8630926	ENSG00000205846.3	CLEC6A	NA	NA
chr12	8662071	8674962	ENSG00000166527.3	CLEC4D	NA	NA
chr12	8685901	8693559	ENSG00000166523.3	CLEC4E	NA	NA
chr12	8754762	8765467	ENSG00000111732.6	AICDA	1	0.00735047918238156
chr12	8789942	8815484	ENSG00000197614.6	MFAP5	NA	NA
chr12	8834196	8935691	ENSG00000166532.11	RIMKLB	1	0.00077527838462382
chr12	8975068	9039597	ENSG00000166535.15	A2ML1	3	0.00365821009069076
chr12	9066492	9094063	ENSG00000111752.6	PHC1	7.5	0.0214047947972674
chr12	9092959	9102551	ENSG00000003056.3	M6PR	1	0.00820338611836892
chr12	9102640	9163356	ENSG00000139187.5	KLRG1	1	0.00129598260174245
chr12	9220260	9268825	ENSG00000175899.10	A2M	NA	NA
chr12	9301436	9360966	ENSG00000126838.5	PZP	6	0.00793081266394033
chr12	9747147	9760482	ENSG00000111796.3	KLRB1	NA	NA
chr12	9817565	9848413	ENSG00000069493.10	CLEC2D	1	0.00255079355703432
chr12	9868456	9885895	ENSG00000184293.3	CLECL1	1	0.00451212108764233
chr12	9905082	9913497	ENSG00000110848.4	CD69	7.5	0.0701309087766441
chr12	9980077	9997606	ENSG00000150045.7	KLRF1	NA	NA
chr12	10005583	10022735	ENSG00000110852.4	CLEC2B	2	0.00917524249619807
chr12	10034088	10048432	ENSG00000256797.1	KLRF2	NA	NA
chr12	10051272	10084980	ENSG00000188393.4	CLEC2A	3	0.00700310427620102
chr12	10103915	10148293	ENSG00000172322.9	CLEC12A	1	0.00177310558491583
chr12	10138241	10166023	ENSG00000165682.10	CLEC1B	NA	NA
chr12	10163226	10171218	ENSG00000256660.1	CLEC12B	NA	NA
chr12	10183276	10218565	ENSG00000197992.2	CLEC9A	NA	NA
chr12	10222153	10264226	ENSG00000150048.6	CLEC1A	1	0.00187024646798171
chr12	10269376	10282857	ENSG00000172243.13	CLEC7A	1	0.00583687260940543
chr12	10310902	10324737	ENSG00000173391.4	OLR1	1	0.00568752292355581
chr12	10323141	10344400	ENSG00000165685.4	TMEM52B	NA	NA
chr12	10365057	10375727	ENSG00000139112.6	GABARAPL1	1	0.00737459040744092
chr12	10378657	10469850	ENSG00000134539.12	KLRD1	1	0.000862860961339079
chr12	10524952	10562745	ENSG00000255819.2	KLRC4-KLRK1	NA	NA
chr12	10524952	10544473	ENSG00000213809.4	KLRK1	NA	NA
chr12	10559983	10562356	ENSG00000183542.4	KLRC4	NA	NA
chr12	10564911	10588600	ENSG00000255641.1	NKG2-E	NA	NA
chr12	10564911	10573194	ENSG00000205810.4	KLRC3	NA	NA
chr12	10579453	10594899	ENSG00000205809.5	KLRC2	1	0.00509432083694126
chr12	10594863	10607284	ENSG00000134545.9	KLRC1	1	0.00633498749274573
chr12	10658201	10675734	ENSG00000180574.3	EIF2S3L	1	0.00448793016867591
chr12	10758612	10766222	ENSG00000111196.5	MAGOHB	NA	NA
chr12	10771538	10826917	ENSG00000060140.4	STYK1	1	0.00142087938834928
chr12	10851683	10875911	ENSG00000060138.8	YBX3	1	0.00324776620634781
chr12	10954131	10955226	ENSG00000121377.2	TAS2R7	NA	NA
chr12	10958650	10959892	ENSG00000121314.2	TAS2R8	NA	NA
chr12	10961693	10962767	ENSG00000121381.2	TAS2R9	NA	NA
chr12	10977559	11324212	ENSG00000111215.7	PRR4	1	0.000226990332255583
chr12	10977916	10978957	ENSG00000121318.2	TAS2R10	NA	NA
chr12	11033610	11036854	ENSG00000231887.2	PRH1	NA	NA
chr12	11060525	11062161	ENSG00000212128.2	TAS2R13	NA	NA
chr12	11081835	11084940	ENSG00000134551.8	PRH2	NA	NA
chr12	11090005	11324172	ENSG00000212127.5	TAS2R14	1	0.000336028900944175
chr12	11138512	11139511	ENSG00000212126.3	TAS2R50	NA	NA
chr12	11149094	11150474	ENSG00000255837.1	TAS2R20	NA	NA
chr12	11174218	11175219	ENSG00000212124.2	TAS2R19	NA	NA
chr12	11182986	11184006	ENSG00000256436.1	TAS2R31	NA	NA
chr12	11187087	11187275	ENSG00000268301.1	AC018630.1	NA	NA
chr12	11213964	11214893	ENSG00000226761.3	TAS2R46	NA	NA
chr12	11243886	11244912	ENSG00000255374.1	TAS2R43	NA	NA
chr12	11285557	11287243	ENSG00000256188.1	TAS2R30	NA	NA
chr12	11338599	11339543	ENSG00000186136.1	TAS2R42	NA	NA
chr12	11418857	11422739	ENSG00000197870.8	PRB3	1	0.0202696753342078
chr12	11460017	11463369	ENSG00000230657.2	PRB4	NA	NA
chr12	11504757	11548500	ENSG00000251655.2	PRB1	1	0.00179884506429359
chr12	11544476	11653975	ENSG00000121335.10	PRB2	1	0.000718608203247469
chr12	11802788	12048336	ENSG00000139083.6	ETV6	1	0.000320454166384555
chr12	12202778	12364018	ENSG00000121380.8	BCL2L14	1	0.000488010913218771
chr12	12268959	12419946	ENSG00000070018.4	LRP6	2	0.00104230006089789
chr12	12482198	12503475	ENSG00000111261.9	MANSC1	5	0.0184910653868954
chr12	12508342	12510001	ENSG00000205791.2	LOH12CR2	NA	NA
chr12	12510013	12619840	ENSG00000165714.6	LOH12CR1	1	0.000716462068957494
chr12	12628829	12715317	ENSG00000111266.4	DUSP16	1	0.000909801124403324
chr12	12764761	12798042	ENSG00000111269.2	CREBL2	1	0.00236431836926158
chr12	12813825	12849141	ENSG00000183150.3	GPR19	1	0.00222808018029773
chr12	12867992	12875305	ENSG00000111276.6	CDKN1B	1	0.0107598632089969
chr12	12878851	12982909	ENSG00000178878.8	APOLD1	1	0.000756182894610647
chr12	12966250	12982915	ENSG00000213782.3	DDX47	1	0.00472168494733841
chr12	13043716	13070871	ENSG00000013588.5	GPRC5A	2	0.00579538793204895
chr12	13093709	13105081	ENSG00000111291.4	GPRC5D	NA	NA
chr12	13127798	13153207	ENSG00000013583.4	HEBP1	1	0.00309681135217422
chr12	13197218	13295455	ENSG00000084444.9	KIAA1467	2	0.00160198050932733
chr12	13236494	13256619	ENSG00000111305.14	GSG1	1	0.00390990706322458
chr12	13349650	13369708	ENSG00000134531.5	EMP1	NA	NA
chr12	13524023	13540101	ENSG00000180861.5	C12orf36	NA	NA
chr12	13693165	14133053	ENSG00000273079.1	GRIN2B	1	0.000178879350305975
chr12	14518610	14651697	ENSG00000171681.8	ATF7IP	1	0.000591243920498581
chr12	14656595	14721283	ENSG00000121316.6	PLBD1	3	0.00364921838582402
chr12	14765576	14849519	ENSG00000070019.3	GUCY2C	1	0.000937384649671737
chr12	14920933	14924065	ENSG00000197837.3	HIST4H4	1	0.025123524791633
chr12	14927270	14930936	ENSG00000246705.3	H2AFJ	2	0.0429279212478967
chr12	14939410	14956474	ENSG00000084463.3	WBP11	1	0.00461127986681872
chr12	14956506	15059520	ENSG00000182993.3	C12orf60	1	0.000763846464047553
chr12	14957584	14967116	ENSG00000179256.2	SMCO3	NA	NA
chr12	14978503	14996429	ENSG00000111339.6	ART4	NA	NA
chr12	15034115	15038860	ENSG00000111341.5	MGP	NA	NA
chr12	15066969	15092016	ENSG00000139055.2	ERP27	NA	NA
chr12	15094951	15114662	ENSG00000111348.4	ARHGDIB	1	0.00399202879850818
chr12	15125956	15134799	ENSG00000139053.2	PDE6H	NA	NA
chr12	15260717	15501609	ENSG00000134533.2	RERG	1	0.000326647956957452
chr12	15475331	15750333	ENSG00000151490.9	PTPRO	1	0.000286132026848513
chr12	15773092	16035263	ENSG00000151491.8	EPS8	1	0.000300135711605764
chr12	16035325	16056412	ENSG00000023734.6	STRAP	1	0.0037315350522784
chr12	16064106	16190220	ENSG00000023697.8	DERA	1	0.000623934532624408
chr12	16341419	16430619	ENSG00000188991.3	SLC15A5	1	0.000882139906360927
chr12	16500076	16762193	ENSG00000008394.8	MGST1	3	0.000900592632077217
chr12	16701307	16763528	ENSG00000048540.10	LMO3	4	0.00505854162725733
chr12	18233803	18473041	ENSG00000111404.2	RERGL	1	0.000328906275956974
chr12	18400548	18801348	ENSG00000139144.5	PIK3C2G	1	0.00019632455001845
chr12	18836103	18890991	ENSG00000139151.10	PLCZ1	1	0.00143358984928208
chr12	18891045	18892121	ENSG00000177938.3	CAPZA3	NA	NA
chr12	19282648	19529334	ENSG00000052126.10	PLEKHA5	1	0.000318975862624529
chr12	19556979	19873735	ENSG00000139154.10	AEBP2	1	0.000248414803973389
chr12	20522179	20837315	ENSG00000172572.6	PDE3A	11	0.00274660995925994
chr12	20848289	20906320	ENSG00000139155.4	SLCO1C1	2	0.00271189121839688
chr12	20963636	21243040	ENSG00000111700.8	SLCO1B3	1	0.000281624027026795
chr12	20968608	21243179	ENSG00000257046.1	LST3	1	0.000286581174440836
chr12	20968673	21245679	ENSG00000205754.6	SLCO1B7	1	0.000284062004604213
chr12	21200113	21329829	ENSG00000257062.2	RP11-125O5.2	1	0.00060660889672357
chr12	21284136	21392180	ENSG00000134538.2	SLCO1B1	1	0.000728285510045858
chr12	21417534	21572528	ENSG00000084453.12	SLCO1A2	1	0.00050767694005829
chr12	21507893	21532912	ENSG00000121351.3	IAPP	NA	NA
